Député·e,Groupe,Circo,Source,Rôle,Date,Référence,Thèmes,Extrait
Zahia Hamdane,LFI-NFP,2e,Amendement,Cosignataire,2025-06-12,AMANR5L17PO838901BTC1522P0D1N000320,Réglementation & projets | Infrastructure éolienne | Politique énergétique,"Cet amendement du groupe LFI-NFP prévoit d'inscrire dans la loi l'objectif de développement des capacités installée de production d'électricité issue de l'éolien terrestre prévu pour 2030 par le projet de décret sur la programmation pluriannuelle de l'énergie (PPE), actuellement en consultation, en "
Zahia Hamdane,LFI-NFP,2e,Amendement,Cosignataire,2025-06-12,AMANR5L17PO838901BTC1522P0D1N000255,Réglementation & projets | Infrastructure éolienne | Politique énergétique,"Cet amendement de repli du groupe LFI-NFP propose une réécriture générale de l'article 5 qui prévoit d'inscrire dans la loi les objectifs de développement des énergies renouvelables prévus par le projet de décret sur la programmation pluriannuelle de l'énergie (PPE), actuellement en consultation, en"
Zahia Hamdane,LFI-NFP,2e,Amendement,Cosignataire,2025-06-12,AMANR5L17PO838901BTC1522P0D1N000297,Réglementation & projets | Infrastructure éolienne | Politique énergétique,"Cet amendement de repli du groupe LFI-NFP vise à permettre de fixer une trajectoire de développement de l'éolien en mer permettant de sortir du nucléaire et de viser l'objectif de 100% d'énergies renouvelables en 2060, en s'appuyant notamment sur le scénario M1 de RTE.Depuis la révision de la Straté"
Zahia Hamdane,LFI-NFP,2e,Amendement,Cosignataire,2025-06-12,AMANR5L17PO838901BTC1522P0D1N000287,Réglementation & projets | Infrastructure éolienne | Politique énergétique,"Cet amendement du groupe LFI-NFP vise à permettre de fixer une trajectoire de développement de l'éolien en mer permettant de sortir du nucléaire et de viser l'objectif de 100% d'énergies renouvelables en 2050, en s'appuyant notamment sur le scénario M0 de RTE.Depuis la révision de la Stratégie Natio"
Zahia Hamdane,LFI-NFP,2e,Amendement,Cosignataire,2025-06-12,AMANR5L17PO838901BTC1522P0D1N000258,Réglementation & projets | Infrastructure éolienne | Politique énergétique,"Cet amendement de réécriture générale du groupe LFI-NFP vise à permettre de fixer une trajectoire de développement des énergies renouvelables permettant de sortir du nucléaire et de viser l'objectif de 100% d'énergies renouvelables en 2050, en s'appuyant notamment sur le scénario M0 de RTE.Depuis la"
Zahia Hamdane,LFI-NFP,2e,Amendement,Cosignataire,2025-06-12,AMANR5L17PO838901BTC1522P0D1N000323,Réglementation & projets | Infrastructure éolienne | Politique énergétique,"Cet amendement du groupe LFI-NFP prévoit d'inscrire dans la loi les objectifs de développement des capacités installée de production d'électricité photovoltaïque prévus pour 2030 et 2035 par le projet de décret sur la programmation pluriannuelle de l'énergie (PPE), actuellement en consultation, en v"
Zahia Hamdane,LFI-NFP,2e,Amendement,Cosignataire,2025-06-12,AMANR5L17PO838901BTC1522P0D1N000334,Réglementation & projets | Infrastructure éolienne | Politique énergétique,"Cet amendement du groupe LFI-NFP vise à permettre de fixer une trajectoire de développement de l'éolien en mer permettant de sortir du nucléaire et de viser l'objectif de 100% d'énergies renouvelables en 2050, en s'appuyant notamment sur le scénario M0 de RTE.Depuis la révision de la Stratégie Natio"
Zahia Hamdane,LFI-NFP,2e,Amendement,Cosignataire,2025-06-12,AMANR5L17PO838901BTC1522P0D1N000527,Infrastructure éolienne | Politique énergétique,"Cet amendement du groupe LFI-NFP vise à développer des capacités de production de chaleur et de froid en thalassothermie. De par sa maturité technologique, ses taux de charges avantageux couplés à des puissances développées importantes et en hausse, l’éolien en mer est l’énergie maritime la plus dév"
Zahia Hamdane,LFI-NFP,2e,Amendement,Cosignataire,2025-06-12,AMANR5L17PO838901BTC1522P0D1N000319,Réglementation & projets | Infrastructure éolienne | Politique énergétique,"Cet amendement du groupe LFI-NFP prévoit d'inscrire dans la loi les objectifs de développement des capacités installée de production d'électricité issue de l'éolien terrestre prévus pour 2030 et 2035 par le projet de décret sur la programmation pluriannuelle de l'énergie (PPE), actuellement en consu"
Zahia Hamdane,LFI-NFP,2e,Amendement,Cosignataire,2025-06-12,AMANR5L17PO838901BTC1522P0D1N000261,Réglementation & projets | Infrastructure éolienne | Politique énergétique,"Cet amendement de repli du groupe LFI-NFP propose une réécriture générale de l'article 5, qui vise à permettre de fixer une trajectoire de développement des énergies renouvelables permettant de sortir du nucléaire et de viser l'objectif de 100% d'énergies renouvelables en 2060, en s'appuyant notamme"
Zahia Hamdane,LFI-NFP,2e,Amendement,Cosignataire,2025-06-12,AMANR5L17PO838901BTC1522P0D1N000233,Infrastructure éolienne | Politique énergétique,"Cet amendement du groupe LFI-NFP demande la remise d'un rapport évaluant le potentiel des énergies osmotique, houlomotrice et thermique des mers.De par sa maturité technologique, ses taux de charges avantageux couplés à des puissances développées importantes et en hausse, l’éolien en mer est l’énerg"
Zahia Hamdane,LFI-NFP,2e,Amendement,Cosignataire,2025-06-12,AMANR5L17PO838901BTC1522P0D1N000332,Réglementation & projets | Infrastructure éolienne | Politique énergétique,"Cet amendement du groupe LFI-NFP vise à permettre de fixer une trajectoire de développement de l'éolien terrestre permettant de sortir du nucléaire et de viser l'objectif de 100% d'énergies renouvelables en 2050, en s'appuyant notamment sur le scénario M0 de RTE.Depuis la révision de la Stratégie Na"
Zahia Hamdane,LFI-NFP,2e,Amendement,Cosignataire,2025-06-12,AMANR5L17PO838901BTC1522P0D1N000290,Réglementation & projets | Infrastructure éolienne | Politique énergétique,"Cet amendement du groupe LFI-NFP vise à permettre de fixer une trajectoire de développement de l'éolien terrestre permettant de sortir du nucléaire et de viser l'objectif de 100% d'énergies renouvelables en 2050, en s'appuyant notamment sur le scénario M0 de RTE.Depuis la révision de la Stratégie Na"
Zahia Hamdane,LFI-NFP,2e,Amendement,Cosignataire,2025-06-12,AMANR5L17PO838901BTC1522P0D1N000270,Réglementation & projets | Infrastructure éolienne | Politique énergétique,"Cet amendement du groupe LFI-NFP prévoit d'inscrire dans la loi l'objectif de développement des capacités installée de production d'électricité issue de l'éolien terrestre prévu pour 2030 par le projet de décret sur la programmation pluriannuelle de l'énergie (PPE), actuellement en consultation, en "
Zahia Hamdane,LFI-NFP,2e,Amendement,Cosignataire,2025-06-12,AMANR5L17PO838901BTC1522P0D1N000336,Réglementation & projets | Infrastructure éolienne | Politique énergétique,"Cet amendement du groupe LFI-NFP vise à garantir l'existence d'un objectif global de production d'énergies renouvelables à horizon 2030, que ne prévoit pas la rédaction actuelle de l'article 5. Il prévoit ainsi de fixer l'objectif que la production globale d'énergies renouvelables soit au moins de 2"
Zahia Hamdane,LFI-NFP,2e,Amendement,Cosignataire,2025-06-12,AMANR5L17PO838901BTC1522P0D1N000234,Infrastructure éolienne | Politique énergétique,"Cet amendement du groupe LFI-NFP demande la remise d'un rapport évaluant l'opportunité de lancer des appels à projets de France 2030 portant sur le développement de l’énergie osmotique, de l’énergie houlomotrice et de l’énergie thermique des mers.De par sa maturité technologique, ses taux de charges"
Zahia Hamdane,LFI-NFP,2e,Amendement,Cosignataire,2025-06-12,AMANR5L17PO838901BTC1522P0D1N000304,Réglementation & projets | Infrastructure éolienne | Politique énergétique,"Cet amendement de repli du groupe LFI-NFP vise à permettre de fixer une trajectoire de développement de l'éolien terrestre permettant de sortir du nucléaire et de viser l'objectif de 100% d'énergies renouvelables en 2060, en s'appuyant notamment sur le scénario M23 de RTE.Depuis la révision de la St"
Zahia Hamdane,LFI-NFP,2e,Amendement,Cosignataire,2025-06-12,AMANR5L17PO838901BTC1522P0D1N000328,Réglementation & projets | Infrastructure éolienne | Politique énergétique,Cet amendement du groupe LFI-NFP vise à augmenter la capacité installée de production d’électricité issues d’installation d’éoliennes en mer avec pour objectif d’atteindre au moins 18 gigawatts en 2035.L’absence de loi de programmation énergie-climat et de décret relatif à la programmation pluriannu
Zahia Hamdane,LFI-NFP,2e,Amendement,Cosignataire,2025-06-12,AMANR5L17PO838901BTC1522P0D1N000326,Réglementation & projets | Infrastructure éolienne | Politique énergétique,"Cet amendement du groupe LFI-NFP prévoit d'inscrire dans la loi les objectifs de développement des capacités installée de production d'électricité photovoltaïque prévus pour 2030 et 2035 par le projet de décret sur la programmation pluriannuelle de l'énergie (PPE), actuellement en consultation, en v"
Zahia Hamdane,LFI-NFP,2e,Amendement,Cosignataire,2025-06-18,AMANR5L17PO838901BTC1522P0D1N000843,Réglementation & projets | Infrastructure éolienne | Politique énergétique,"Ce sous-amendement du groupe LFI-NFP vise à permettre de fixer une trajectoire de développement de l'éolien en mer permettant de sortir du nucléaire et de viser l'objectif de 100% d'énergies renouvelables en 2050, en s'appuyant notamment sur le scénario M0 de RTE.Depuis la révision de la Stratégie N"
Zahia Hamdane,LFI-NFP,2e,Amendement,Cosignataire,2025-06-18,AMANR5L17PO838901BTC1522P0D1N000844,Réglementation & projets | Infrastructure éolienne | Politique énergétique,"Ce sous-amendement du groupe LFI-NFP prévoit d'inscrire dans la loi les objectifs de développement des capacités installée de production d'électricité photovoltaïque envisagées pour 2030 et 2035 par le projet de décret sur la programmation pluriannuelle de l'énergie (PPE), actuellement en consultati"
Zahia Hamdane,LFI-NFP,2e,Amendement,Cosignataire,2025-06-18,AMANR5L17PO838901BTC1522P0D1N000842,Réglementation & projets | Infrastructure éolienne | Politique énergétique,"Ce sous-amendement du groupe LFI-NFP vise à permettre de fixer une trajectoire de développement de l'éolien terrestre permettant de sortir du nucléaire et de viser l'objectif de 100% d'énergies renouvelables en 2050, en s'appuyant notamment sur le scénario M0 de RTE.Depuis la révision de la Stratégi"
Zahia Hamdane,LFI-NFP,2e,Amendement,Cosignataire,2025-06-18,AMANR5L17PO838901BTC1522P0D1N000840,Réglementation & projets | Infrastructure éolienne | Politique énergétique,Ce sous-amendement du groupe LFI-NFP vise à augmenter la capacité installée de production d’électricité issues d’installation d’éoliennes en mer avec pour objectif de garantir d’atteindre au moins 18 gigawatts en 2035.L’absence de loi de programmation énergie-climat et de décret relatif à la program
Zahia Hamdane,LFI-NFP,2e,Amendement,Cosignataire,2025-06-18,AMANR5L17PO838901BTC1522P0D1N000841,Réglementation & projets | Infrastructure éolienne | Politique énergétique,"Ce sous-amendement du groupe LFI-NFP prévoit d'inscrire dans la loi les objectifs de développement des capacités installée de production d'électricité issue de l'éolien terrestre envisagés pour 2030 et 2035 par le projet de décret sur la programmation pluriannuelle de l'énergie (PPE), actuellement e"
Zahia Hamdane,LFI-NFP,2e,Amendement,Cosignataire,2025-06-18,AMANR5L17PO838901BTC1522P0D1N000846,Politique énergétique,"Ce sous-amendement du groupe LFI-NFP vise à garantir de fixer l'objectif d'atteindre une capacité installée de 250 mégawatts d’ici 2030 et d’au moins 5 gigawatts en 2050 d'électricité issue de l'hydrolien, ainsi que l'a déjà voté la commission des affaires économiques.L’hydrolien produit de l’électr"
Yaël Ménaché,RN,5e,Amendement,Cosignataire,2024-10-17,AMANR5L17PO419610B0324P2D1N000041,Politique énergétique,"L’indicateur de l’alinéa 703 dispose qu’il faut « Contribuer à porter à 40 % la part des énergies renouvelables dans la production d’électricité en 2030 ». À l’heure de la relance du nucléaire, il est absurde de maintenir l’objectif de 40 % de part d’énergies renouvelables dans la production d’élect"
Yaël Ménaché,RN,5e,Amendement,Cosignataire,2024-10-17,AMANR5L17PO838901B0324P1D1N001132,Infrastructure éolienne,"La loi de finances pour 2021 a introduit une réduction de 50 % de la valeur locative cadastrale pour les installations industrielles, y compris les parcs éoliens. Cette mesure a contribué à alléger considérablement la fiscalité pesant sur les opérateurs de parcs éoliens, réduisant leurs coûts d'expl"
Yaël Ménaché,RN,5e,Amendement,Cosignataire,2024-10-28,AMANR5L17PO838901B0324P2D1N000243,Infrastructure éolienne,"Cet amendement vise à allouer davantage de crédits à l'IFREMER afin d'intensifier la recherche pour la lutte contre les maladies générées par les norovirus. Ces norovirus rendent impropres à la consommation les huîtres touchées. En 2022, il y a eu trois interdictions de ventes de moules, palourdes e"
Yaël Ménaché,RN,5e,Amendement,Cosignataire,2024-10-29,AMANR5L17PO838901B0324P2D1N000363,Infrastructure éolienne | Politique énergétique,"Le présent amendement propose de minorer les crédits affectés au service public de l’énergie, part qui correspond à la subvention des éoliennes en mer, énergie intermittente, peu efficace, et qui abîme les cotes françaises. Il s’agit d’une mesure d’économie budgétaire, afin de recentrer les dépenses"
Yaël Ménaché,RN,5e,Amendement,Cosignataire,2024-10-30,AMANR5L17PO838901B0324P2D1N000626,Infrastructure éolienne | Politique énergétique,"Le présent amendement abonde, en AE et en CP, de 25 000 000 € l’Opérateur : Agences de l'eau"" du programme n°113 : ""Paysage eau et biodiversité"".Le présent amendement abonde en AE et en CP de 50 000 000 euros l’action n°10 : ""Prévention des risques naturels et hydrauliques"" du programme n°174 : ""Éne"
Yaël Ménaché,RN,5e,Amendement,Cosignataire,2024-11-05,AMANR5L17PO838901B0324P2D1N001892,Infrastructure éolienne,"L'éolien en mer présente des problèmes au niveau de leur impact local sur l’environnement. Le Conseil national de la protection de la nature (CNPN) a émis plusieurs avis défavorables à l’implantation d’éoliennes offshore : Courseulles-sur-Mer (13/04/2023), Dunkerke (11/07/2023), Le Havre (13/06/2022"
Yaël Ménaché,RN,5e,Amendement,Cosignataire,2024-11-05,AMANR5L17PO838901B0324P2D1N001893,Réglementation & projets | Infrastructure éolienne,"Cet amendement vise à mettre en évidence les conséquences néfastes de la filière des éoliennes sur nos territoires : les nuisances générées sur la faune, la pollution sonore et visuelle ou encore celle liée à l'extraction et au traitement des matériaux qui la composent (béton, acier, métaux rares) e"
Yaël Ménaché,RN,5e,Amendement,Cosignataire,2024-11-06,AMANR5L17PO838901B0324P2D1N001983,Infrastructure éolienne,"Les critiques concernant le Fonds vert soulignent un manque de transparence et d’efficacité, appelant à une meilleure répartition des fonds et un contrôle parlementaire renforcé, avec la publication d’un rapport annuel. Le financement est jugé trop orienté vers des énergies intermittentes, comme l’é"
Yaël Ménaché,RN,5e,Amendement,Cosignataire,2024-11-12,AMANR5L17PO838901B0324P2D1N004026,Infrastructure éolienne | Politique énergétique,"Le présent amendement prévoit une augmentation de 35 millions d’euros en AE et en CP à l’action 07 « Pêche et aquaculture » du programme 205 « Affaires maritimes, pêche et aquaculture », compensée par une diminution équivalente des crédits alloués à la sous-action 02 « Éolien en mer » de l’action 09"
Yaël Ménaché,RN,5e,Amendement,Cosignataire,2024-11-12,AMANR5L17PO838901B0324P2D1N004029,Infrastructure éolienne,"Les paysages français, littoraux ou ruraux, constituent des éléments structurants de notre patrimoine national. Ils participent non seulement au rayonnement de l'image de la France à l'échelle internationale, mais également à l'attractivité touristique de nos territoires. Ces paysages sont également"
Yaël Ménaché,RN,5e,Amendement,Cosignataire,2024-11-12,AMANR5L17PO838901B0324P2D1N004028,Infrastructure éolienne | Politique énergétique,"Cet amendement vise à abonder de 30 millions d’euros en AE et en CP la sous-action 02 « Entretien du réseau routier national » de l’action 04 « Routes - Entretien » du programme 203 « Infrastructures et services de transports », et de minorer ce montant à la sous-action 01 « Éolien terrestre » de l’"
Yaël Ménaché,RN,5e,Amendement,Cosignataire,2025-03-11,AMANR5L17PO838901BTC1043P0D1N000006,Réglementation & projets,"L’article 15 ter de la présente proposition de loi, introduit en séance au Sénat, prévoit la possibilité pour les enquêteurs, sur autorisation du juge des libertés et de la détention ou requête du procureur de la République ou du juge d’instruction, d’avoir recours à une activation à distance d’appa"
Yaël Ménaché,RN,5e,Amendement,Cosignataire,2025-03-11,AMANR5L17PO838901BTC1043P0D1N000005,Réglementation & projets,"L’article 15 quater de la présente proposition de loi, introduit en séance au Sénat, crée un cadre légal permettant aux enquêteurs de recourir à l’activation à distance d’appareils connectés des mis en cause.Cette technique spéciale d’enquête permettrait aux enquêteurs de conduire leurs opérations s"
Yaël Ménaché,RN,5e,Amendement,Cosignataire,2025-03-11,AMANR5L17PO838901BTC1043P0D1N000004,Réglementation & projets,"L’article 15 quater de la présente proposition de loi, introduit en séance au Sénat, crée un cadre légal permettant aux enquêteurs de recourir à l’activation à distance d’appareils connectés des mis en cause.Cette technique spéciale d’enquête permettrait aux enquêteurs de conduire leurs opérations s"
Yaël Ménaché,RN,5e,Amendement,Cosignataire,2025-03-11,AMANR5L17PO838901BTC1043P0D1N000002,Réglementation & projets,"L’article 16 de la présente proposition de loi crée un « dossier coffre », permettant de protéger des risques de divulgation certains éléments limitativement énumérés relatifs à certains outils employés par les enquêteurs, dans le cadre de la lutte contre le narcotrafic et la criminalité organisée.T"
Yaël Ménaché,RN,5e,Amendement,Cosignataire,2025-03-20,AMANR5L17PO849474B0481P0D1N000719,Infrastructure éolienne,"L’objectif de cet amendement est de supprimer cet article. Les éoliennes offshore se développent depuis plusieurs années, malgré des résultats contrastés. Leur intermittence est difficilement compatible avec le système de production d’électricité français, principalement basé sur l’énergie nucléaire"
Yaël Ménaché,RN,5e,Amendement,Cosignataire,2025-04-04,AMANR5L17PO838901BTC1191P0D1N001250,Infrastructure éolienne,"L’objectif de cet amendement est de supprimer cet article. Les éoliennes offshore se développent depuis plusieurs années, malgré des résultats contrastés. Leur intermittence est difficilement compatible avec le système de production d’électricité français, principalement basé sur l’énergie nucléaire"
Yaël Ménaché,RN,5e,Amendement,Cosignataire,2025-04-04,AMANR5L17PO838901BTC1191P0D1N001902,Réglementation & projets,Cet amendement tend à ce que la déclaration d’utilité publique (DUP) concernant un projet de construction indique si ledit projet est conforme aux exigences de la protection de l’environnement.En effet la délivrance de la DUP exige déjà l’accomplissement d’une étude d’impact prenant en compte les co
Yaël Ménaché,RN,5e,Amendement,Cosignataire,2025-04-04,AMANR5L17PO838901BTC1191P0D1N001901,Réglementation & projets,"Cet amendement tend à ce que tout projet, et non seulement d’infrastructure, soit considéré comme répondant de plein droit à toutes les exigences posées par la loi pour l’obtention de l’autorisation environnementale, dès lors qu’il a fait l’objet d’une « déclaration d’utilité publique ».En effet la "
Yaël Ménaché,RN,5e,Amendement,Cosignataire,2025-06-11,AMANR5L17PO838901BTC1522P0D1N000051,Infrastructure éolienne,Le présent amendement vise à introduire un alinéa complémentaire à l'article 5 du présent texte rendant obligatoire la mise en place d'une consultation des habitants des communes concernées par des projets d'implantation ou de renouvellement de parcs éoliens et photovoltaïques sur le territo
Yaël Ménaché,RN,5e,Amendement,Cosignataire,2025-06-11,AMANR5L17PO838901BTC1522P0D1N000034,Infrastructure éolienne,"Le présent amendement du groupe Rassemblement National fixe des objectifs clairs de production d’hydrogène décarboné, en visant au moins 50 TWh par an d’ici 2035, et 170 TWh à l’horizon 2050. Il prend en compte l’ensemble des technologies pertinentes — électrolyse, thermolyse et hydrogène blanc — af"
Yaël Ménaché,RN,5e,Amendement,Cosignataire,2025-06-11,AMANR5L17PO838901BTC1522P0D1N000054,Infrastructure éolienne,"Ce moratoire proposé par le groupe Rassemblement National a pour but de suspendre temporairement le développement de nouvelles capacités intermittentes (énergie d’origine éolienne, solaire ou marine) tant que leur contribution réelle à la sécurité d’approvisionnement, à la décarbonation et à la mini"
Yaël Ménaché,RN,5e,Amendement,Cosignataire,2025-06-11,AMANR5L17PO838901BTC1522P0D1N000048,Infrastructure éolienne,"Les forêts jouent un rôle très important dans l'équilibre de notre biodiversité, en agissant comme des puits de carbone naturels mais également en régulant les cycles de l’eau.Elles contribuent également de manière non négligeable à la production énergétique durable, notamment par la filière bois-én"
Yaël Ménaché,RN,5e,Amendement,Cosignataire,2025-06-11,AMANR5L17PO838901BTC1522P0D1N000086,Infrastructure éolienne,"Ce moratoire a pour but de suspendre temporairement le développement de nouvelles capacités intermittentes (énergie d'origine éolienne, solaire ou marine)tant que leur contribution réelle à la sécurité d'approvisionnement, à la décarbonation et à la minimisation des coûts du système n'a pas été éval"
Yaël Ménaché,RN,5e,Amendement,Cosignataire,2025-06-11,AMANR5L17PO838901BTC1522P0D1N000049,Réglementation & projets | Infrastructure éolienne,"""Fixer une programmation énergétique ambitieuse"" ne doit pas se faire au détriment de notre appareil nucléaire, producteur de l'énergie la plus propre et la moins chère du marché.Aussi, il est particulièrement dangereux pour la souveraineté énergétique nationale de, je cite, ""de poursuivre le dévelo"
Yaël Ménaché,RN,5e,Amendement,Cosignataire,2025-06-12,AMANR5L17PO838901BTC1522P0D1N000411,Infrastructure éolienne,"Le présent amendement vise à inscrire dans les dispositions préliminaires du code de l'énergie la nécessaire considération de l'acceptabilité des projets d'installations de production d'électricité. Il apparaît en effet que, très régulièrement, le développement de certaines installations suscite pre"
Yaël Ménaché,RN,5e,Amendement,Cosignataire,2025-06-12,AMANR5L17PO838901BTC1522P0D1N000347,Infrastructure éolienne,"Cet amendement de repli vise à mettre un terme à l’implantation de nouvelles éoliennes terrestres ainsi qu’à leur réinstallation sur des sites déjà démantelés. Il ne remet pas en cause le renouvellement ou l’entretien des parcs existants, mais marque une inflexion claire en matière de développement "
Yaël Ménaché,RN,5e,Amendement,Cosignataire,2025-06-12,AMANR5L17PO838901BTC1522P0D1N000412,Infrastructure éolienne,"Si la politique énergétique doit en effet poursuivre un objectif de cohésion sociale et territoriale, cet objectif ne peut seulement prendre en considération les problématiques, légitimes de coût de l’énergie et de pouvoir d’achat. En matière énergétique, la cohésion sociale et territoriale passe ég"
Yaël Ménaché,RN,5e,Amendement,Cosignataire,2025-06-12,AMANR5L17PO838901BTC1522P0D1N000252,Réglementation & projets | Infrastructure éolienne,"Cet amendement vise à instaurer un moratoire de dix ans sur l'installations de projets éoliens.L’objectif est de stopper un modèle de production électrique qui, malgré un soutien financier massif, s’avère coûteux, peu fiable et porteur de nuisances écologiques, économiques et paysagères. Ce moratoir"
Yaël Ménaché,RN,5e,Amendement,Cosignataire,2025-06-12,AMANR5L17PO838901BTC1522P0D1N000410,Infrastructure éolienne,"Amendement de repliLa construction d'éoliennes sur nos territoires suscite de très nombreuses problématiques. Intermittentes, coûteuses, porteuses de nombreuses nuisances, nuisibles à l'équilibre du réseau électrique, elles sont enfin largement décriées par les habitants concernés. A cet égard, les "
Matthias Renault,RN,3e,Amendement,Cosignataire,2024-10-17,AMANR5L17PO419610B0324P2D1N000041,Politique énergétique,"L’indicateur de l’alinéa 703 dispose qu’il faut « Contribuer à porter à 40 % la part des énergies renouvelables dans la production d’électricité en 2030 ». À l’heure de la relance du nucléaire, il est absurde de maintenir l’objectif de 40 % de part d’énergies renouvelables dans la production d’élect"
Matthias Renault,RN,3e,Amendement,Cosignataire,2024-10-29,AMANR5L17PO838901B0324P2D1N000363,Infrastructure éolienne | Politique énergétique,"Le présent amendement propose de minorer les crédits affectés au service public de l’énergie, part qui correspond à la subvention des éoliennes en mer, énergie intermittente, peu efficace, et qui abîme les cotes françaises. Il s’agit d’une mesure d’économie budgétaire, afin de recentrer les dépenses"
Matthias Renault,RN,3e,Amendement,Cosignataire,2025-03-11,AMANR5L17PO838901BTC1043P0D1N000006,Réglementation & projets,"L’article 15 ter de la présente proposition de loi, introduit en séance au Sénat, prévoit la possibilité pour les enquêteurs, sur autorisation du juge des libertés et de la détention ou requête du procureur de la République ou du juge d’instruction, d’avoir recours à une activation à distance d’appa"
Matthias Renault,RN,3e,Amendement,Cosignataire,2025-03-11,AMANR5L17PO838901BTC1043P0D1N000005,Réglementation & projets,"L’article 15 quater de la présente proposition de loi, introduit en séance au Sénat, crée un cadre légal permettant aux enquêteurs de recourir à l’activation à distance d’appareils connectés des mis en cause.Cette technique spéciale d’enquête permettrait aux enquêteurs de conduire leurs opérations s"
Matthias Renault,RN,3e,Amendement,Cosignataire,2025-03-11,AMANR5L17PO838901BTC1043P0D1N000004,Réglementation & projets,"L’article 15 quater de la présente proposition de loi, introduit en séance au Sénat, crée un cadre légal permettant aux enquêteurs de recourir à l’activation à distance d’appareils connectés des mis en cause.Cette technique spéciale d’enquête permettrait aux enquêteurs de conduire leurs opérations s"
Matthias Renault,RN,3e,Amendement,Cosignataire,2025-03-11,AMANR5L17PO838901BTC1043P0D1N000002,Réglementation & projets,"L’article 16 de la présente proposition de loi crée un « dossier coffre », permettant de protéger des risques de divulgation certains éléments limitativement énumérés relatifs à certains outils employés par les enquêteurs, dans le cadre de la lutte contre le narcotrafic et la criminalité organisée.T"
Matthias Renault,RN,3e,Amendement,Cosignataire,2025-03-20,AMANR5L17PO849474B0481P0D1N000850,Infrastructure éolienne,"Si les panneaux photovoltaïques sont une installation de production d'énergie décarbonée plébiscitée par de nombreux Français et constituant une alternative acceptable au développement anarchique des éoliennes, force est d'admettre que la filière française est à ce jour trop faible.Une telle disposi"
Matthias Renault,RN,3e,Amendement,Cosignataire,2025-03-20,AMANR5L17PO849474B0481P0D1N000487,Infrastructure éolienne,"Cet amendement vise à supprimer l’article 16, qui prévoit l’élargissement des cas de dérogation au principe d’allotissement pour certaines infrastructures liées à la transition énergétique, ainsi que la possibilité pour les sous-traitants de renoncer au paiement direct lorsqu'ils y trouvent un intér"
Matthias Renault,RN,3e,Amendement,Cosignataire,2025-03-20,AMANR5L17PO849474B0481P0D1N000588,Réglementation & projets,"Le présent amendement vise à donner une meilleure visibilité aux acteurs économiques sur les délais d’instruction de leur dossier de demande d’autorisation environnementale. En effet ce délai est souvent très long dans certains secteurs, souvent faute de moyens des services instructeurs.Il convient "
Matthias Renault,RN,3e,Amendement,Cosignataire,2025-03-20,AMANR5L17PO849474B0481P0D1N000602,Réglementation & projets,"Le présent amendement vise à donner une meilleure visibilité aux acteurs économiques sur les délais d’instruction de leur dossier de demande d’autorisation environnementale. En effet ce délai est souvent très long dans certains secteurs, souvent faute de moyens des services instructeurs.Il convient "
Matthias Renault,RN,3e,Amendement,Cosignataire,2025-03-20,AMANR5L17PO849474B0481P0D1N000878,Infrastructure éolienne,"L'article 20 bis intégré par le Sénat vise à abaisser le seuil de tension des postes électriques ouvrant droit à la qualification de projets d’envergure nationale ou européenne : ce seuil permet de justifier la consommation d'espaces naturels, agricoles et forestiers au niveau national. Il s'inscrit"
Matthias Renault,RN,3e,Amendement,Cosignataire,2025-03-20,AMANR5L17PO849474B0481P0D1N001114,Infrastructure éolienne | Politique énergétique,"Cet article vise à permettre l'extension du dispositif de « projet d'intérêt national majeur » (PNIM), introduit avec la loi industrie verte pour les projets industriels les plus stratégiques, aux centres de données d'envergure comparable. Cela permettra une accélération procédurale concernant la mi"
Matthias Renault,RN,3e,Amendement,Cosignataire,2025-03-20,AMANR5L17PO849474B0481P0D1N000605,Réglementation & projets,Cet amendement vise à permettre aux acteurs qui déposent une demande d'autorisation environnementale de disposer d'un délai prévisionnel maximal d'instruction. Les acteurs qui sollicitent cette autorisation pourra ainsi bénéficier de davantage de visibilité pour entreprendre leur projet.
Matthias Renault,RN,3e,Amendement,Cosignataire,2025-03-20,AMANR5L17PO849474B0481P0D1N000603,Réglementation & projets,"Le présent amendement vise à donner une meilleure visibilité aux acteurs économiques sur les délais d’instruction de leur dossier de demande d’autorisation environnementale. En effet ce délai est souvent très long dans certains secteurs, souvent faute de moyens des services instructeurs.Il convient "
Matthias Renault,RN,3e,Amendement,Cosignataire,2025-03-20,AMANR5L17PO849474B0481P0D1N000843,Infrastructure éolienne | Politique énergétique,"Le présent article vise à faciliter le développement des projets de production d'énergies renouvelables comme l'éolien.La position du groupe Rassemblement National est claire quant au développement anarchique des éoliennes : les éoliennes ne sont pas seulement intermittentes, onéreuses ou périssable"
Matthias Renault,RN,3e,Amendement,Cosignataire,2025-03-20,AMANR5L17PO849474B0481P0D1N000892,Infrastructure éolienne,"L’implantation de parcs éoliens en mer, avec des machines atteignant aujourd’hui près de 300 mètres de haut, regroupées dans des parcs de plus de 60 machines, ont un impact certain sur le paysage maritime, en particulier dans des zones où le littoral est économiquement dédié au tourisme et à la pêch"
